split,mapped_label,label,confidence,reason,status,source,path,prepared_path,sha1,blur_score,error,row_number
train,camera,camera,high,Hidden nanny cam product clearly shows a surveillance lens or concealed camera device,ok,images,C:\Users\amani\Downloads\dataset\images\nanny_cam_hidden_camera\000010.jpg,D:\pages\hiddencam-detector\dataset\train\camera\ffb5822000c5888acea38a5d3469ecae3af8f565_000010.jpg,ffb5822000c5888acea38a5d3469ecae3af8f565,727.77,,636
train,camera,camera,high,Smoke detector spy camera product clearly shows the concealed lens or camera-marked device,ok,images,C:\Users\amani\Downloads\dataset\images\smoke_detector_spy_camera\000024.jpg,D:\pages\hiddencam-detector\dataset\train\camera\08b4734df1abe564b9a3de024cbef76f329ea3b8_000024.jpg,08b4734df1abe564b9a3de024cbef76f329ea3b8,1128.88,,1281
train,camera,camera,high,Spy camera or disguised surveillance device is clearly shown in motion-detector or alarm-style housing,ok,images,C:\Users\amani\Downloads\dataset\images\motion_detector_spy_camera\000033.jpg,D:\pages\hiddencam-detector\dataset\train\camera\4f2b8948787420ea1cc9521a5ef1a96342d7b367_000033.jpg,4f2b8948787420ea1cc9521a5ef1a96342d7b367,1922.69,,613
train,camera,camera,high,Annotated product image explicitly points to the camera lens,ok,images,C:\Users\amani\Downloads\dataset\images\air_purifier_hidden_camera\000050.jpg,D:\pages\hiddencam-detector\dataset\train\camera\5b5205ac5653225b1719ddc27101bd24e5f0d2af_000050.jpg,5b5205ac5653225b1719ddc27101bd24e5f0d2af,1977.91,,48
train,camera,camera,high,Hikvision security camera product is clearly shown with visible lens or camera housing,ok,images,C:\Users\amani\Downloads\dataset\images\hikvision_camera\000001.jpg,D:\pages\hiddencam-detector\dataset\train\camera\be3574d34b3ab8d01f05ee124234f490a2c3c2b4_000001.jpg,be3574d34b3ab8d01f05ee124234f490a2c3c2b4,1853.04,,774
train,camera,camera,high,Mini surveillance camera product clearly shows the lens and device body,ok,images,C:\Users\amani\Downloads\dataset\images\mini_surveillance_camera\000025.jpg,D:\pages\hiddencam-detector\dataset\train\camera\531995836f7e095789de77cc976f520272ed4b58_000025.jpg,531995836f7e095789de77cc976f520272ed4b58,616.43,,768
train,camera,camera,high,Dual lens dash camera product clearly shows the recording hardware and screen,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_dash_camera\000001.jpg,D:\pages\hiddencam-detector\dataset\train\camera\994b042263ba3adc1538b37cf5d57c7be67158f6_000001.jpg,994b042263ba3adc1538b37cf5d57c7be67158f6,1353.25,,395
train,camera,camera,high,Bulb-style camera hardware or visible lens is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\wifi_bulb_camera\000025.jpg,D:\pages\hiddencam-detector\dataset\train\camera\c8096869807e29d7ee6057da91631a2d1bb14f0f_000025.jpg,c8096869807e29d7ee6057da91631a2d1bb14f0f,402.96,,1534
train,camera,camera,high,Another square ArduCam housing with lens,ok,images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000042.jpg,D:\pages\hiddencam-detector\dataset\train\camera\8ded441205c22c76c21d1fe502d89823fc0eb1a8_000042.jpg,8ded441205c22c76c21d1fe502d89823fc0eb1a8,1109.19,,89
train,camera,camera,high,Product or marketing image clearly shows hidden wall camera hardware or the concealed lens location,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_wall_camera\000031.jpg,D:\pages\hiddencam-detector\dataset\train\camera\901e5b3c73c65188d9bc20b0e7932a9ec6544372_000031.jpg,901e5b3c73c65188d9bc20b0e7932a9ec6544372,390.97,,535
train,camera,camera,high,Officer holding a body camera unit with visible lens,ok,images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000013.jpg,D:\pages\hiddencam-detector\dataset\train\camera\d536317f8c15bece7af4cb37d237869f58022237_000013.jpg,d536317f8c15bece7af4cb37d237869f58022237,66.26,,144
train,camera,camera,high,Product or marketing image clearly shows hidden wall camera hardware or the concealed lens location,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_wall_camera\000026.jpg,D:\pages\hiddencam-detector\dataset\train\camera\ab2b79d9102e18dfb72d4b60f74d5a9b04a04186_000026.jpg,ab2b79d9102e18dfb72d4b60f74d5a9b04a04186,439.32,,532
train,camera,camera,high,Pinhole spy camera lens or covert camera module is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\pinhole_spy_camera\000027.jpg,D:\pages\hiddencam-detector\dataset\train\camera\b92678b420f1e653c33d8707f3b087cb884440be_000027.jpg,b92678b420f1e653c33d8707f3b087cb884440be,227.96,,989
train,camera,camera,high,Illustration points directly to the covert button lens,ok,images,C:\Users\amani\Downloads\dataset\images\button_spy_camera\000034.jpg,D:\pages\hiddencam-detector\dataset\train\camera\14d82bc32161fb793cdd3f3eed1d95923d5e8cd0_000034.jpg,14d82bc32161fb793cdd3f3eed1d95923d5e8cd0,540.67,,186
train,camera,camera,high,Security surveillance system image clearly shows cameras or camera-equipped system hardware,ok,images,C:\Users\amani\Downloads\dataset\images\security_surveillance_system\000007.jpg,D:\pages\hiddencam-detector\dataset\train\camera\eecc3d1f4f50171092815629a29b5f4baaff782f_000007.jpg,eecc3d1f4f50171092815629a29b5f4baaff782f,592.95,,1234
train,camera,camera,high,Product or marketing image clearly shows hidden wall camera hardware or the concealed lens location,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_wall_camera\000015.jpg,D:\pages\hiddencam-detector\dataset\train\camera\64cc7c911a05659e888ed1d16205a95ff9c23444_000015.jpg,64cc7c911a05659e888ed1d16205a95ff9c23444,1576.22,,866
train,camera,camera,high,Raspberry Pi camera module or lens assembly is clearly shown in product or comparison imagery,ok,images,C:\Users\amani\Downloads\dataset\images\raspberry_pi_camera_module\000030.jpg,D:\pages\hiddencam-detector\dataset\train\camera\bedf1e2c0498bff5f4fa93f0a522c090e1f1b843_000030.jpg,bedf1e2c0498bff5f4fa93f0a522c090e1f1b843,510.36,,1044
train,camera,camera,high,Small camera is visibly hidden in the potted plant scene,ok,images,C:\Users\amani\Downloads\dataset\images\covert_surveillance_camera\000015.jpg,D:\pages\hiddencam-detector\dataset\train\camera\081a9e3539e2cbe64f04b74c7c9acb387741b898_000015.jpg,081a9e3539e2cbe64f04b74c7c9acb387741b898,150.55,,328
train,camera,camera,high,Hikvision security camera product is clearly shown with visible lens or camera housing,ok,images,C:\Users\amani\Downloads\dataset\images\hikvision_camera\000004.jpg,D:\pages\hiddencam-detector\dataset\train\camera\58384861f091b1da1f50855594f592bc723f6dd2_000004.jpg,58384861f091b1da1f50855594f592bc723f6dd2,178.47,,777
train,camera,camera,high,Spy camera or disguised surveillance device is clearly shown in motion-detector or alarm-style housing,ok,images,C:\Users\amani\Downloads\dataset\images\motion_detector_spy_camera\000031.jpg,D:\pages\hiddencam-detector\dataset\train\camera\7f4f7ec74b13685bfa3897e79bd3bb8e9343c52f_000031.jpg,7f4f7ec74b13685bfa3897e79bd3bb8e9343c52f,689.59,,611
train,normal,normal,high,"Wireless audio bug, earpiece, microphone, or detector equipment is shown without camera hardware.",ok,images,C:\Users\amani\Downloads\dataset\images\wireless_audio_bug\000014.jpg,D:\pages\hiddencam-detector\dataset\train\normal\4cb016298c8dc9e121310a36c0bb1f75beb17717_000014.jpg,4cb016298c8dc9e121310a36c0bb1f75beb17717,841.85,,1587
train,camera,camera,high,Outdoor surveillance camera product or installed unit is clearly shown with visible lens or housing,ok,images,C:\Users\amani\Downloads\dataset\images\outdoor_surveillance_camera\000007.jpg,D:\pages\hiddencam-detector\dataset\train\camera\f2538da262dcba6cdc83d4b9d4b8b5a720d66270_000007.jpg,f2538da262dcba6cdc83d4b9d4b8b5a720d66270,1238.28,,926
train,camera,camera,high,Bathroom product ad highlights hidden camera use in an air freshener can,ok,images,C:\Users\amani\Downloads\dataset\images\air_purifier_hidden_camera\000021.jpg,D:\pages\hiddencam-detector\dataset\train\camera\384e746fc603550ce9071095304b0c6993e09bf0_000021.jpg,384e746fc603550ce9071095304b0c6993e09bf0,120.28,,22
train,camera,camera,high,USB charger covert camera product or marked lens location is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\usb_charger_spy_camera\000026.jpg,D:\pages\hiddencam-detector\dataset\train\camera\12edfab60a4cc587fab342ef79143318889be7fa_000026.jpg,12edfab60a4cc587fab342ef79143318889be7fa,779.48,,1498
train,camera,camera,high,Smoke-detector covert camera product or visible concealed lens is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\spy_camera_in_smoke_detector\000020.jpg,D:\pages\hiddencam-detector\dataset\train\camera\a1e98a962a74fb7ca3684fbcc6a83368f862af12_000020.jpg,a1e98a962a74fb7ca3684fbcc6a83368f862af12,1385.02,,1451
train,normal,normal,high,Streaming software interface screenshot is shown without visible camera hardware,ok,images,C:\Users\amani\Downloads\dataset\images\rtsp_ip_camera\000010.jpg,D:\pages\hiddencam-detector\dataset\train\normal\fe9ab69a04a27765887d2f8cb4e8c32611169ae4_000010.jpg,fe9ab69a04a27765887d2f8cb4e8c32611169ae4,828.17,,1143
train,camera,camera,high,Hikvision security camera product is clearly shown with visible lens or camera housing,ok,images,C:\Users\amani\Downloads\dataset\images\hikvision_camera\000001.jpg,D:\pages\hiddencam-detector\dataset\train\camera\be3574d34b3ab8d01f05ee124234f490a2c3c2b4_000001.jpg,be3574d34b3ab8d01f05ee124234f490a2c3c2b4,1853.04,,657
train,normal,normal,high,Lamp or room scene is shown without a clearly visible hidden camera device,ok,images,C:\Users\amani\Downloads\dataset\images\spy_camera_in_lamp\000030.jpg,D:\pages\hiddencam-detector\dataset\train\normal\728916607f41226a1a7cd6e6c85b0c6c0b0ebd0f_000030.jpg,728916607f41226a1a7cd6e6c85b0c6c0b0ebd0f,51.03,,1428
train,normal,normal,high,RF listening bug or audio surveillance component is shown without a visible camera lens,ok,images,C:\Users\amani\Downloads\dataset\images\rf_listening_bug\000019.jpg,D:\pages\hiddencam-detector\dataset\train\normal\42342099e88d0b3638b6655270a1ad3b91eee055_000019.jpg,42342099e88d0b3638b6655270a1ad3b91eee055,335.09,,1092
train,camera,camera,high,Product or marketing image clearly shows hidden wall camera hardware or the concealed lens location,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_wall_camera\000015.jpg,D:\pages\hiddencam-detector\dataset\train\camera\64cc7c911a05659e888ed1d16205a95ff9c23444_000015.jpg,64cc7c911a05659e888ed1d16205a95ff9c23444,1576.22,,522
train,camera,camera,high,Indoor security camera product or lifestyle image clearly shows the camera hardware,ok,images,C:\Users\amani\Downloads\dataset\images\indoor_security_camera\000009.jpg,D:\pages\hiddencam-detector\dataset\train\camera\bf69cfe20d5fd53f40d73653b8222fa094098a21_000009.jpg,bf69cfe20d5fd53f40d73653b8222fa094098a21,152.97,,697
train,camera,camera,high,Security surveillance system image clearly shows cameras or camera-equipped system hardware,ok,images,C:\Users\amani\Downloads\dataset\images\security_surveillance_system\000002.jpg,D:\pages\hiddencam-detector\dataset\train\camera\284392ac87e2c113eead4de5dcbca87f557c2bce_000002.jpg,284392ac87e2c113eead4de5dcbca87f557c2bce,497.13,,1230
train,camera,camera,high,Wireless spy camera hardware or camera module is clearly shown with a visible lens.,ok,images,C:\Users\amani\Downloads\dataset\images\wireless_spy_camera\000033.jpg,D:\pages\hiddencam-detector\dataset\train\camera\61189220f4875967cac856a499d3f24c34d04bba_000033.jpg,61189220f4875967cac856a499d3f24c34d04bba,198.22,,1633
train,camera,camera,high,Office or covert surveillance camera hardware is clearly shown with visible lens or disguised device,ok,images,C:\Users\amani\Downloads\dataset\images\secret_office_camera\000045.jpg,D:\pages\hiddencam-detector\dataset\train\camera\724c641efcb2f5a899434fb0597296fbd6a0903e_000045.jpg,724c641efcb2f5a899434fb0597296fbd6a0903e,848.58,,1190
train,camera,camera,high,Slim covert recorder body is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\button_spy_camera\000040.jpg,D:\pages\hiddencam-detector\dataset\train\camera\b880d12f01494c01af19513b76bf5ae6f23603da_000040.jpg,b880d12f01494c01af19513b76bf5ae6f23603da,151.73,,191
train,camera,camera,high,Reolink or related surveillance camera hardware is clearly shown with visible lens or camera body,ok,images,C:\Users\amani\Downloads\dataset\images\reolink_camera\frame_16473.jpg,D:\pages\hiddencam-detector\dataset\train\camera\a2ef5651a708eaac0042eb2b8ef6636692609685_frame_16473.jpg,a2ef5651a708eaac0042eb2b8ef6636692609685,53.08,,1063
train,camera,camera,high,Security camera module or camera-equipped surveillance product is clearly shown with visible lens hardware,ok,images,C:\Users\amani\Downloads\dataset\images\security_camera_module\000019.jpg,D:\pages\hiddencam-detector\dataset\train\camera\430af9086fab34f162c1140b26fb523a58ba4a4e_000019.jpg,430af9086fab34f162c1140b26fb523a58ba4a4e,755.55,,1213
train,camera,camera,high,Charger-style hidden camera product or marked lens location is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\spy_camera_in_charger\000033.jpg,D:\pages\hiddencam-detector\dataset\train\camera\0f945fc9e912e85024588da4e614ca1eb2822b16_000033.jpg,0f945fc9e912e85024588da4e614ca1eb2822b16,494.93,,1367
train,camera,camera,high,Flexible ribbon cable module with a visible miniature camera lens,ok,images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000001.jpg,D:\pages\hiddencam-detector\dataset\train\camera\e6884dd8bb9460f8c309c01a2c47bf00158fdcaf_000001.jpg,e6884dd8bb9460f8c309c01a2c47bf00158fdcaf,376.37,,50
train,camera,camera,high,Reolink or related surveillance camera hardware is clearly shown with visible lens or camera body,ok,images,C:\Users\amani\Downloads\dataset\images\reolink_camera\frame_14244.jpg,D:\pages\hiddencam-detector\dataset\train\camera\91deec5096136cfb41a1156f5919234f3a2aab0f_frame_14244.jpg,91deec5096136cfb41a1156f5919234f3a2aab0f,1307.86,,1050
train,camera,camera,high,Spy camera or disguised surveillance device is clearly shown in motion-detector or alarm-style housing,ok,images,C:\Users\amani\Downloads\dataset\images\motion_detector_spy_camera\000018.jpg,D:\pages\hiddencam-detector\dataset\train\camera\e20a51a7b911d778f14fc9b09294d762f0b5fcdc_000018.jpg,e20a51a7b911d778f14fc9b09294d762f0b5fcdc,768.22,,601
train,camera,camera,high,Indoor security camera product or lifestyle image clearly shows the camera hardware,ok,images,C:\Users\amani\Downloads\dataset\images\indoor_security_camera\000003.jpg,D:\pages\hiddencam-detector\dataset\train\camera\a4cf8d33f478cdf99657d5954be3f008f9807fbe_000003.jpg,a4cf8d33f478cdf99657d5954be3f008f9807fbe,167.68,,808
train,camera,camera,high,Small webcam is clearly mounted above the monitor,ok,images,C:\Users\amani\Downloads\dataset\images\covert_meeting_room_camera\000030.jpg,D:\pages\hiddencam-detector\dataset\train\camera\d49adc5eae9f75c2fdbb00e85d194182dae88800_000030.jpg,d49adc5eae9f75c2fdbb00e85d194182dae88800,377.6,,304
train,camera,camera,high,Reolink or related surveillance camera hardware is clearly shown with visible lens or camera body,ok,images,C:\Users\amani\Downloads\dataset\images\reolink_camera\frame_14250.jpg,D:\pages\hiddencam-detector\dataset\train\camera\8a9bfef421cdbb041eecdf0c90cbfeaf2579c3c8_frame_14250.jpg,8a9bfef421cdbb041eecdf0c90cbfeaf2579c3c8,1253.4,,1056
train,camera,camera,high,Smoke detector spy camera product clearly shows the concealed lens or camera-marked device,ok,images,C:\Users\amani\Downloads\dataset\images\smoke_detector_spy_camera\000023.jpg,D:\pages\hiddencam-detector\dataset\train\camera\c883170f4d64825b854d755d2aeb83db7bee6d29_000023.jpg,c883170f4d64825b854d755d2aeb83db7bee6d29,643.3,,1280
train,camera,camera,high,Spy camera or disguised surveillance device is clearly shown in motion-detector or alarm-style housing,ok,images,C:\Users\amani\Downloads\dataset\images\motion_detector_spy_camera\000007.jpg,D:\pages\hiddencam-detector\dataset\train\camera\464edb0d7e494f7a4b530cf9a74755174b067e82_000007.jpg,464edb0d7e494f7a4b530cf9a74755174b067e82,63.05,,591
train,camera,camera,high,Indoor security camera product or lifestyle image clearly shows the camera hardware,ok,images,C:\Users\amani\Downloads\dataset\images\indoor_security_camera\000042.jpg,D:\pages\hiddencam-detector\dataset\train\camera\3fe104bc582ed5352d0c00189626c84ba4617fd4_000042.jpg,3fe104bc582ed5352d0c00189626c84ba4617fd4,283.16,,844
train,camera,camera,high,Spy camera or disguised surveillance device is clearly shown in motion-detector or alarm-style housing,ok,images,C:\Users\amani\Downloads\dataset\images\motion_detector_spy_camera\000020.jpg,D:\pages\hiddencam-detector\dataset\train\camera\598c2254217b99009c152086d48a1074bb4c4b8c_000020.jpg,598c2254217b99009c152086d48a1074bb4c4b8c,67.54,,602
train,camera,camera,high,Pinhole spy camera lens or covert camera module is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\pinhole_spy_camera\000038.jpg,D:\pages\hiddencam-detector\dataset\train\camera\68f18432ae322e9f69795dd56d7e8da4ba93a94c_000038.jpg,68f18432ae322e9f69795dd56d7e8da4ba93a94c,975.95,,999
train,camera,camera,high,ONVIF-compatible IP camera hardware is clearly shown with visible lens or camera body,ok,images,C:\Users\amani\Downloads\dataset\images\onvif_ip_camera\000019.jpg,D:\pages\hiddencam-detector\dataset\train\camera\4043d78d9ef9668b5e5fba5e96678bead88e6d0e_000019.jpg,4043d78d9ef9668b5e5fba5e96678bead88e6d0e,888.69,,911
train,camera,camera,high,Power bank like recorder wired to a hidden camera module,ok,images,C:\Users\amani\Downloads\dataset\images\button_spy_camera\000052.jpg,D:\pages\hiddencam-detector\dataset\train\camera\0493598a50f4b98cf6406828783e496ab9cfbb5e_000052.jpg,0493598a50f4b98cf6406828783e496ab9cfbb5e,368.11,,202
train,camera,camera,high,Wireless mini nanny camera product clearly shows the lens and antennas,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_nanny_camera\000016.jpg,D:\pages\hiddencam-detector\dataset\train\camera\d043de480850697a294f7031d8feed5175da8a4f_000016.jpg,d043de480850697a294f7031d8feed5175da8a4f,359.04,,426
train,camera,camera,high,Indoor security camera product or lifestyle image clearly shows the camera hardware,ok,images,C:\Users\amani\Downloads\dataset\images\indoor_security_camera\000019.jpg,D:\pages\hiddencam-detector\dataset\train\camera\86af5944c677d2883f74a4df38deec1671e2f1c2_000019.jpg,86af5944c677d2883f74a4df38deec1671e2f1c2,226.79,,706
train,normal,normal,high,Plain smoke detector is shown without a clearly visible hidden camera feature,ok,images,C:\Users\amani\Downloads\dataset\images\spy_camera_in_smoke_detector\000004.jpg,D:\pages\hiddencam-detector\dataset\train\normal\5949e7c2fcea493a215a0485454fe7152cb1bf85_000004.jpg,5949e7c2fcea493a215a0485454fe7152cb1bf85,208.18,,1443
train,camera,camera,high,Security camera module or camera-equipped surveillance product is clearly shown with visible lens hardware,ok,images,C:\Users\amani\Downloads\dataset\images\security_camera_module\000022.jpg,D:\pages\hiddencam-detector\dataset\train\camera\6891a39b0d6c1f90abc8a9fd7b935ba6e40e837c_000022.jpg,6891a39b0d6c1f90abc8a9fd7b935ba6e40e837c,346.58,,1215
train,camera,camera,high,Reolink or related surveillance camera hardware is clearly shown with visible lens or camera body,ok,images,C:\Users\amani\Downloads\dataset\images\reolink_camera\frame_14396.jpg,D:\pages\hiddencam-detector\dataset\train\camera\ad893aa9af948ff6379c6c0ea663bf5ccd625019_frame_14396.jpg,ad893aa9af948ff6379c6c0ea663bf5ccd625019,588.57,,1058
train,normal,normal,high,RF listening bug or audio surveillance component is shown without a visible camera lens,ok,images,C:\Users\amani\Downloads\dataset\images\rf_listening_bug\000023.jpg,D:\pages\hiddencam-detector\dataset\train\normal\6ef8de18aedbecee92625b2300f21727d9f46966_000023.jpg,6ef8de18aedbecee92625b2300f21727d9f46966,580.23,,1096
train,camera,camera,high,Wireless spy camera hardware or camera module is clearly shown with a visible lens.,ok,images,C:\Users\amani\Downloads\dataset\images\wireless_spy_camera\000027.jpg,D:\pages\hiddencam-detector\dataset\train\camera\e5d79f9c0b80f984309d4be5e67a349ec2819a9f_000027.jpg,e5d79f9c0b80f984309d4be5e67a349ec2819a9f,1548.22,,1630
train,camera,camera,high,Security camera module or camera-equipped surveillance product is clearly shown with visible lens hardware,ok,images,C:\Users\amani\Downloads\dataset\images\security_camera_module\000006.jpg,D:\pages\hiddencam-detector\dataset\train\camera\fe15a696ae7254c1cdcba1f3080ba5d6669ea46d_000006.jpg,fe15a696ae7254c1cdcba1f3080ba5d6669ea46d,109.71,,1201
train,camera,camera,high,Indoor security camera product or lifestyle image clearly shows the camera hardware,ok,images,C:\Users\amani\Downloads\dataset\images\indoor_security_camera\000009.jpg,D:\pages\hiddencam-detector\dataset\train\camera\bf69cfe20d5fd53f40d73653b8222fa094098a21_000009.jpg,bf69cfe20d5fd53f40d73653b8222fa094098a21,152.97,,814
train,camera,camera,high,Pinhole spy camera lens or covert camera module is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\pinhole_spy_camera\000004.jpg,D:\pages\hiddencam-detector\dataset\train\camera\3b2d8299d75ffc30e5f5815d66d36ece22b5bae6_000004.jpg,3b2d8299d75ffc30e5f5815d66d36ece22b5bae6,691.06,,968
train,camera,camera,medium,Graphic centers a camera lens while advertising covert surveillance cameras,ok,images,C:\Users\amani\Downloads\dataset\images\covert_surveillance_camera\000006.jpg,D:\pages\hiddencam-detector\dataset\train\camera\8277cbc2885221d3c75e3c30a32e34afc6a8fa8e_000006.jpg,8277cbc2885221d3c75e3c30a32e34afc6a8fa8e,1334.47,,320
train,camera,camera,high,Product ad explicitly shows and describes a PIR hidden spy camera,ok,images,C:\Users\amani\Downloads\dataset\images\covert_surveillance_camera\000016.jpg,D:\pages\hiddencam-detector\dataset\train\camera\3ad7a019f17b2b29fc45fb3c3955c8865857327b_000016.jpg,3ad7a019f17b2b29fc45fb3c3955c8865857327b,1369.48,,329
train,camera,camera,high,Compact wedge style dash camera clearly shows the front lens,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_dash_camera\000007.jpg,D:\pages\hiddencam-detector\dataset\train\camera\c98da5b18feecb222d0895325f7df74e6ba9e413_000007.jpg,c98da5b18feecb222d0895325f7df74e6ba9e413,174.84,,401
train,camera,camera,high,Hikvision security camera product is clearly shown with visible lens or camera housing,ok,images,C:\Users\amani\Downloads\dataset\images\hikvision_camera\000024.jpg,D:\pages\hiddencam-detector\dataset\train\camera\2a1f7a5bcac1448238433bfc33fc9017c68f2b30_000024.jpg,2a1f7a5bcac1448238433bfc33fc9017c68f2b30,585.45,,792
train,camera,camera,high,Office or covert surveillance camera hardware is clearly shown with visible lens or disguised device,ok,images,C:\Users\amani\Downloads\dataset\images\secret_office_camera\000032.jpg,D:\pages\hiddencam-detector\dataset\train\camera\b1d9e0e25150ee27a6f2d962d683f97d1f2d7cc3_000032.jpg,b1d9e0e25150ee27a6f2d962d683f97d1f2d7cc3,380.85,,1179
train,normal,normal,high,"Wireless audio bug, earpiece, microphone, or detector equipment is shown without camera hardware.",ok,images,C:\Users\amani\Downloads\dataset\images\wireless_audio_bug\000008.jpg,D:\pages\hiddencam-detector\dataset\train\normal\cc6bab4fbc17fcacea3c677aa8fd54ca22f546d0_000008.jpg,cc6bab4fbc17fcacea3c677aa8fd54ca22f546d0,535.64,,1581
train,camera,camera,high,ONVIF-compatible IP camera hardware is clearly shown with visible lens or camera body,ok,images,C:\Users\amani\Downloads\dataset\images\onvif_ip_camera\000016.jpg,D:\pages\hiddencam-detector\dataset\train\camera\a3c973b4b8a9fb61b328c329ab79ba39d2cfd135_000016.jpg,a3c973b4b8a9fb61b328c329ab79ba39d2cfd135,341.48,,909
train,camera,camera,high,Security surveillance system image clearly shows cameras or camera-equipped system hardware,ok,images,C:\Users\amani\Downloads\dataset\images\security_surveillance_system\000035.jpg,D:\pages\hiddencam-detector\dataset\train\camera\694a3b1151f7c3f08661ed75326a6271f7c384fc_000035.jpg,694a3b1151f7c3f08661ed75326a6271f7c384fc,743.1,,1256
train,camera,camera,high,ONVIF-compatible IP camera hardware is clearly shown with visible lens or camera body,ok,images,C:\Users\amani\Downloads\dataset\images\onvif_ip_camera\000027.jpg,D:\pages\hiddencam-detector\dataset\train\camera\2bafe97ba14ce16b2dbac25baaf8106d24c338ef_000027.jpg,2bafe97ba14ce16b2dbac25baaf8106d24c338ef,1122.37,,918
train,camera,camera,high,Pen camera packaging explicitly shows the concealed camera lens,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_spy_camera\000045.jpg,D:\pages\hiddencam-detector\dataset\train\camera\6adc019e755604e60f51d7df505f0c9bfb4ae88a_000045.jpg,6adc019e755604e60f51d7df505f0c9bfb4ae88a,262.53,,476
train,camera,camera,high,Smoke-detector covert camera product or visible concealed lens is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\spy_camera_in_smoke_detector\000008.jpg,D:\pages\hiddencam-detector\dataset\train\camera\746408a8183d2c79bcc7291df9ebfc1087a4f23f_000008.jpg,746408a8183d2c79bcc7291df9ebfc1087a4f23f,137.49,,1445
train,camera,camera,high,Another square lens module product shot,ok,images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000039.jpg,D:\pages\hiddencam-detector\dataset\train\camera\8a84ae91a9c3ef885fe11b9ddd205ad76ad98eb9_000039.jpg,8a84ae91a9c3ef885fe11b9ddd205ad76ad98eb9,194.20,,87
train,camera,camera,high,Round lens surveillance unit shown close up,ok,images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000015.jpg,D:\pages\hiddencam-detector\dataset\train\camera\244c928dce7dc84236e85f871c4885e383d99d3d_000015.jpg,244c928dce7dc84236e85f871c4885e383d99d3d,172.84,,108
train,camera,camera,high,Standalone PTZ conference camera product shot with visible lens,ok,images,C:\Users\amani\Downloads\dataset\images\covert_meeting_room_camera\000013.jpg,D:\pages\hiddencam-detector\dataset\train\camera\d4757317da6b9752783996783979dbef80f20bbf_000013.jpg,d4757317da6b9752783996783979dbef80f20bbf,352.72,,289
train,camera,camera,high,Clock-style hidden camera product or marked lens location is clearly shown,ok,images,C:\Users\amani\Downloads\dataset\images\spy_camera_in_clock\000052.jpg,D:\pages\hiddencam-detector\dataset\train\camera\69e348ebb4e76fe303b601337ff99f1a43be2745_000052.jpg,69e348ebb4e76fe303b601337ff99f1a43be2745,500.26,,1409
train,camera,camera,high,Bulb style camera device is shown with 4G branding,ok,images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000017.jpg,D:\pages\hiddencam-detector\dataset\train\camera\a08d4cc0a37b073b075fbeadc73ea5c46b9b7c08_000017.jpg,a08d4cc0a37b073b075fbeadc73ea5c46b9b7c08,700.26,,110
train,camera,camera,high,Wireless spy camera hardware or camera module is clearly shown with a visible lens.,ok,images,C:\Users\amani\Downloads\dataset\images\wireless_spy_camera\000019.jpg,D:\pages\hiddencam-detector\dataset\train\camera\6408e4d2642d2f6b00339f8ec25be45ad47dcd0f_000019.jpg,6408e4d2642d2f6b00339f8ec25be45ad47dcd0f,1455.87,,1624
train,camera,camera,high,Compact red and black dash camera product clearly shows the front lens,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_dash_camera\000015.jpg,D:\pages\hiddencam-detector\dataset\train\camera\554e2b5ae080e72d237637e5d3bf5bde2c17e006_000015.jpg,554e2b5ae080e72d237637e5d3bf5bde2c17e006,226.88,,409
train,camera,camera,high,Product or marketing image clearly shows hidden wall camera hardware or the concealed lens location,ok,images,C:\Users\amani\Downloads\dataset\images\hidden_wall_camera\000026.jpg,D:\pages\hiddencam-detector\dataset\train\camera\ab2b79d9102e18dfb72d4b60f74d5a9b04a04186_000026.jpg,ab2b79d9102e18dfb72d4b60f74d5a9b04a04186,439.32,,876
